Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,TrafficCondition,Temperature,Humidity,Wind Speed,Air Pressure,CO2Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Truck,Hybrid,4.789379102,26,174039,48.10358866,0.3066929944,City,Heavy,36.73753406,51.54028507,1.405572915,950.6542474,197.8581201,1.185684271,0.03004013799,0.04915097382,0.09024344936,Medium
Car,Petrol,2.890040751,13,179933,40.42542542,0.4784289078,City,Moderate,15.76375502,13.23321098,6.998048077,1006.22806,331.485183,0.3079840842,0.1340636647,0.09728724051,0.02644578857,High
Bus,Hybrid,3.295353226,1,116839,76.48249894,1.987216859,Rural,Free flow,39.81787309,57.92990127,1.840043724,952.4632408,328.4960512,0.607315673,0.0200638725,0.09350213311,0.06656307994,High
Truck,Hybrid,4.063028409,0,199790,64.27981295,4.719431484,Rural,Free flow,-2.016897823,96.12848944,9.252699158,1046.816227,65.59987924,0.1287051379,0.135095082,0.07916542657,0.06065910702,Low
Motorcycle,Petrol,5.343120994,27,123307,71.51649113,4.542068466,City,Moderate,16.85199215,74.93977779,17.20019087,982.0159557,472.4612605,0.9614799519,0.1948680465,0.08973823246,0.09355066399,High
Bus,Diesel,5.91723404,17,122850,56.63726435,2.329874291,Rural,Moderate,0.6450420507,24.40545601,9.522333054,1002.08013,339.1521229,0.4327096564,0.178948742,0.07169279748,0.06828922543,High
Car,Diesel,4.795021752,19,20948,33.32845783,0.7107927226,Highway,Free flow,12.66631842,44.26117108,9.611619565,991.7568505,52.91085678,0.283831915,0.07198066135,0.08377358461,0.03436208434,Low
Motorcycle,Hybrid,2.972387267,7,295926,114.3390378,0.8905382798,Highway,Moderate,-1.471304525,42.5433314,5.068812419,1039.362412,481.8353916,0.754187305,0.0508012053,0.03234507939,0.07441067811,High
Truck,Hybrid,2.991056412,2,181828,10.36909917,1.887730273,Rural,Free flow,1.126438576,9.794776759,3.325911519,1049.981794,478.6929289,0.2505136057,0.1924631238,0.05093033906,0.05751976054,High
Bus,Diesel,4.635427968,25,105217,112.6669199,1.050370975,Rural,Heavy,0.5400024816,88.58501807,4.44657717,956.8387978,475.6638882,1.362385186,0.09432365324,0.03584756352,0.04125632389,High
Truck,Hybrid,2.041641158,5,232103,37.34856562,0.414877972,Highway,Moderate,6.001566951,38.145605,11.35976959,1023.203114,450.0044531,0.4816492671,0.07695646099,0.01341756066,0.06469029716,High
Bus,Electric,1.374465388,21,199460,61.51937344,3.368887418,Highway,Heavy,-3.269748274,49.42596111,11.83586229,986.7998624,133.0862103,1.449518305,0.0339505646,0.03162879911,0.0966070788,Low
Car,Electric,2.64403522,12,138721,13.06107874,2.907243189,Rural,Heavy,30.46710875,29.12477749,4.403755854,963.907292,489.7278013,1.695727826,0.0416470866,0.03307438887,0.08356888238,High
Car,Electric,2.293642757,8,160074,8.511728205,1.45648379,Highway,Free flow,1.033779865,15.23956268,7.978407485,990.543753,392.8696026,1.508467376,0.1509277601,0.07162474102,0.0768181088,High
Truck,Diesel,2.340802226,8,34723,51.54545385,3.894741913,City,Free flow,10.82844976,90.21106198,11.37365369,1049.814663,338.3406606,1.549417045,0.04826648931,0.04084120617,0.01687151714,High
Truck,Diesel,2.014760305,19,74314,89.00368517,3.879744439,Rural,Free flow,-9.197143088,3.739747766,15.20924077,985.7567299,474.2017752,1.323154373,0.04401296235,0.02943791919,0.02087614546,High
Bus,Petrol,1.018884586,8,201157,32.32377331,2.455009851,Highway,Moderate,-4.755922836,39.98795013,6.395387201,977.7399488,221.4892728,0.8149707713,0.07122437218,0.01116430378,0.06510761223,Medium
Bus,Diesel,0.8929444606,14,212471,67.48174667,0.4826627776,Rural,Heavy,34.81359502,73.06954269,5.4271384,1034.617137,469.1160465,0.7622348651,0.1835335234,0.04600804403,0.01285397995,High
Car,Electric,5.936156427,12,273953,33.43804086,4.592347001,Rural,Heavy,31.85801019,30.88579182,14.60933999,1036.7938,322.5580262,1.180989877,0.1219795155,0.07937935279,0.06783188782,High
Bus,Petrol,3.024420295,21,139374,46.63356731,3.343302618,Highway,Heavy,32.04612262,44.6028607,10.27624341,983.8869155,310.6838148,0.5712922392,0.1572562045,0.06646123431,0.03717376879,High
Bus,Electric,2.798498565,15,270244,108.7735582,1.235254096,Highway,Moderate,10.56767086,56.4477251,17.13493182,979.8673141,340.6781377,0.7548301861,0.1465910591,0.09078060968,0.02448546147,High
Bus,Petrol,4.33416587,1,199519,102.7007551,3.052272735,City,Moderate,-2.923460057,99.50816122,4.220060408,1014.728148,389.3721541,0.3950696994,0.1904782297,0.06164517412,0.01415591199,High
Car,Diesel,1.934920217,25,74635,61.92210521,2.025107479,Highway,Moderate,-4.605273925,75.83013378,15.41885752,970.5178484,250.2140456,1.582260869,0.1411766423,0.01430485591,0.02903765922,Medium
Truck,Diesel,5.739798157,13,5663,28.5726753,3.176748199,Rural,Free flow,20.28013624,96.71153738,3.240670148,998.3685403,491.2719368,1.497686283,0.03379311773,0.04921406085,0.07263166604,High
Motorcycle,Hybrid,4.888994075,26,175721,23.18206953,2.369354479,Rural,Free flow,31.40966275,69.3145474,11.69542489,964.1343692,89.83345705,1.056186558,0.04839734833,0.04777473002,0.05045509989,Low
Truck,Electric,1.264937212,5,246314,114.4904824,2.427360751,Rural,Free flow,35.00572411,26.90528881,5.672674166,980.4754778,461.2208141,0.8021887303,0.1435403647,0.08644542708,0.01294922095,High
Car,Petrol,2.971420034,1,255855,24.32599158,3.67941046,Rural,Heavy,4.436582528,28.7488809,2.021819152,979.7481498,345.8403972,1.423680844,0.0508526452,0.06910919531,0.01621781573,High
Truck,Diesel,5.371415199,7,36104,96.98019731,3.06862873,Rural,Heavy,6.051328492,82.24643034,12.33529209,1019.489997,459.4624233,0.2608858626,0.1670679219,0.03392666039,0.0625290282,High
Truck,Electric,5.712606516,3,39137,44.27642514,0.3997634562,Highway,Moderate,-4.956167157,42.77134912,10.1359792,978.2273035,215.9420102,0.1907234253,0.1771366405,0.07311294224,0.08535101515,Medium
Car,Hybrid,3.230487858,20,140657,118.2791817,0.3268678522,Highway,Heavy,28.72048946,37.02241934,9.719603771,1039.84957,423.0494301,1.429557703,0.08873468102,0.08482582928,0.06364739761,High
Truck,Petrol,3.989739224,23,229542,44.17868884,1.525046187,Rural,Free flow,3.784513556,94.50940264,11.85038855,1048.304609,327.1946483,1.145119471,0.08264275226,0.01513986411,0.04466048881,High
Motorcycle,Diesel,1.66857652,13,36392,42.18199499,2.151229983,City,Moderate,14.04647348,1.323316647,7.448744349,958.1061701,423.9989817,1.493151223,0.03294794332,0.0749323748,0.04928121276,High
Car,Hybrid,5.954076856,10,214396,76.49563547,1.376112796,Rural,Heavy,36.44486523,52.49668852,13.40335124,989.7647632,196.2600695,0.6311931277,0.1881855189,0.08155451943,0.04599550399,Medium
Motorcycle,Hybrid,2.004692847,23,162198,115.3820168,3.25729929,Rural,Moderate,27.61078652,77.50766573,2.616874619,980.1841063,462.7855231,0.3057625759,0.1025489678,0.04252391787,0.09071649727,High
Motorcycle,Hybrid,5.702205226,27,242479,117.1451527,0.9755396586,City,Heavy,-7.363105186,73.61690162,14.29942967,985.1990129,465.9083921,0.9169276031,0.1445309432,0.09561413489,0.02374355801,High
Bus,Petrol,4.178162575,13,199382,84.86473758,3.520705482,City,Free flow,-9.592270277,36.75743871,11.59627429,976.5354886,263.6704812,0.9107150837,0.03995945283,0.08489672677,0.04434638827,Medium
Motorcycle,Diesel,3.960231333,11,140089,90.55276388,3.865753709,Rural,Moderate,29.37039629,53.56483118,9.729452801,988.2664861,230.1416938,1.542197622,0.1125145008,0.03367881191,0.03774455793,Medium
Bus,Petrol,3.465980257,15,156772,67.60826112,0.621596538,City,Heavy,17.62501185,0.5577294688,2.553007999,964.1414593,308.8373405,0.3320576144,0.1576626796,0.0454003484,0.06302744652,High
Motorcycle,Diesel,1.999483021,5,95446,90.6930887,3.254031217,Highway,Moderate,26.01672047,53.48302697,5.56528959,977.9818276,140.0829802,1.897543451,0.1236021294,0.09173903397,0.07228836366,Low
Bus,Hybrid,1.717945766,19,178751,103.1735586,4.80717988,Rural,Free flow,-2.159233909,59.04012264,5.905931572,1024.781788,273.2943189,0.2063929045,0.08217282038,0.0849219679,0.05656527979,Medium
Truck,Hybrid,1.946528287,0,223293,58.33143638,0.9641190863,Rural,Moderate,33.6023925,87.47913376,4.676253078,984.4046526,453.5693577,0.6945790555,0.1268361548,0.08263525276,0.09923137791,High
Truck,Electric,1.769478963,11,89938,74.38347154,4.546514156,City,Moderate,28.66624895,21.07372698,19.08359453,970.7834897,214.3291995,1.435708597,0.1991561436,0.09741336042,0.03287857653,Medium
Truck,Petrol,4.853839263,6,37232,64.47800343,3.030239746,Highway,Free flow,34.5419457,82.51457124,18.31283116,960.8444039,381.2219583,1.463178907,0.1397075742,0.01669694059,0.01166624113,High
Car,Electric,2.620651348,7,226671,67.49647362,2.954724337,City,Heavy,7.054804133,71.80665108,10.92266428,984.8004147,330.405231,1.177408504,0.1055930726,0.01563728348,0.07511242468,High
Car,Hybrid,1.100781918,8,57172,106.8057492,0.2596134116,Highway,Moderate,3.785259764,66.60308649,4.113451665,1014.340909,167.6255568,0.2347981952,0.1725216761,0.04915084894,0.03203197229,Medium
Bus,Electric,5.839333677,1,144818,42.67401962,3.741501392,Highway,Moderate,-2.413428004,39.43878243,18.2227673,975.3304871,289.2944215,1.727084884,0.09946227685,0.09214284446,0.09735854393,Medium
Truck,Electric,5.395686602,16,253048,24.98208307,2.391365263,Rural,Free flow,36.5044254,36.74343814,14.98813066,992.2445691,433.6660227,1.305984574,0.09591308204,0.05801758045,0.08232522697,High
Truck,Electric,5.624311873,19,4094,54.75361323,3.605871959,Highway,Heavy,-1.158539822,70.32612224,0.7754367791,1045.239858,299.7134985,1.541767673,0.1159224804,0.09402695045,0.06635017862,Medium
Truck,Diesel,5.973520678,12,68466,24.97022286,4.045905517,Rural,Moderate,-4.034138314,99.02232143,9.814230435,1005.236285,363.5799839,0.8338373329,0.07086800325,0.0239783408,0.07339247368,High
Bus,Diesel,1.704255296,4,292899,59.80805108,2.618981867,Highway,Moderate,-0.3660895507,40.53537592,12.09889246,1003.193862,398.9251455,0.5624070196,0.02357769902,0.0763498225,0.08197178855,High
Motorcycle,Diesel,2.860458498,9,226713,108.4209726,1.318221566,Highway,Free flow,28.56908634,91.85997776,1.329467281,990.9943313,72.22983347,1.468179297,0.08164190849,0.03902418692,0.071597351,Low
Car,Diesel,4.742840074,11,142624,74.09202246,0.707862457,City,Moderate,34.47646175,58.65450824,0.9966206231,1005.683998,73.06448106,1.649481273,0.1487704889,0.07094731768,0.0382677547,Low
Truck,Petrol,4.419307214,16,190563,102.6519424,0.8025156397,City,Moderate,30.54567282,86.81656536,9.27047917,1048.456727,101.7319921,1.643788814,0.1026369021,0.04854569112,0.05557043488,Low
Car,Petrol,1.600258713,20,291144,19.94291035,4.33467327,City,Free flow,18.16192764,21.7190447,0.03903426675,975.3806905,123.3501508,1.462635154,0.1723857451,0.03734356862,0.03828049115,Low
Truck,Petrol,5.04233225,5,216711,108.1048311,0.6178904782,Highway,Free flow,39.69421254,76.22320747,0.9367111882,1044.192789,415.1491911,0.3640028637,0.04461380015,0.08698338775,0.07324334619,High
Bus,Hybrid,1.967090974,2,57564,72.21445973,1.923470365,Highway,Moderate,-6.557296775,83.49435107,3.302753276,964.9070984,246.0137196,0.5214001429,0.05219140726,0.04507064,0.0107501023,Medium
Truck,Hybrid,1.963851597,27,145174,3.811174649,1.671373231,City,Moderate,33.35958389,83.21691399,18.19941548,961.1105364,133.3682365,1.050832071,0.1324189698,0.03054389707,0.04470426147,Low
Motorcycle,Diesel,3.592266999,14,132933,75.97427463,4.327278334,Highway,Free flow,11.38569309,78.47113787,15.32567054,1015.46695,289.3109927,1.06396518,0.1655081862,0.02359959751,0.0242704668,Medium
Bus,Diesel,3.883287661,6,163754,114.1676348,2.388467503,Highway,Moderate,12.75611744,30.41956297,9.008520085,975.1179025,393.5031042,1.028219117,0.1421466702,0.02594416918,0.09544473377,High
Truck,Electric,3.816448281,29,78819,9.500040057,4.982232087,Highway,Heavy,-3.620255317,52.19502198,9.584113349,994.4392306,113.0286555,1.669473359,0.09436169065,0.0570148887,0.0747331501,Low
Bus,Petrol,1.275731554,5,245869,69.89473566,3.685273732,City,Free flow,-8.328351282,29.97047802,13.72049098,1022.965477,204.9811517,0.3382242169,0.1778172952,0.01486603771,0.05530995386,Medium
Bus,Electric,5.362796486,3,77972,109.8574323,4.254617877,Rural,Free flow,5.831416303,34.29659067,9.487730726,1003.48415,137.4664318,1.605302324,0.1383433778,0.01680282887,0.03179363916,Low
Car,Electric,2.181120221,18,196257,1.1634202,0.4933613301,Rural,Moderate,-1.257323344,30.12188836,1.278502177,951.3749349,340.8687097,0.1424326077,0.168615833,0.05063730402,0.01173069503,High
Car,Hybrid,1.473477591,4,38297,75.70955118,1.265511276,Highway,Heavy,14.1669378,28.4227048,14.7746275,980.5843233,111.5757195,0.7138403936,0.181732927,0.07307737467,0.07801492181,Low
Car,Hybrid,5.421490015,2,114147,56.98827502,0.6772309779,Highway,Moderate,-2.633473697,69.34216725,1.154996513,956.468667,401.4930501,0.4733500185,0.1106877872,0.0720215597,0.05466812446,High
Bus,Hybrid,5.769387791,25,8299,41.63871824,2.318109862,City,Moderate,-3.103613175,65.02636993,9.721862649,1042.611455,143.520352,1.100625486,0.1217850113,0.09095655842,0.01805722655,Low
Car,Diesel,5.28306361,24,41384,75.30437879,3.591437441,Highway,Moderate,33.84894921,20.42642346,17.23415019,1029.464859,76.37089815,1.095397923,0.1367088817,0.05555501155,0.06175514238,Low
Bus,Diesel,5.009483589,8,226371,6.32425135,0.845317841,Highway,Heavy,36.06473507,69.15187201,2.347594001,1048.384168,459.890879,1.062433866,0.1947367659,0.02962099407,0.01360117812,High
Truck,Electric,4.207258299,5,294831,90.36756555,0.6508427228,Rural,Heavy,38.21081043,29.10685959,14.13255825,1038.510951,199.9455427,0.6487540511,0.1631382429,0.08204465575,0.04898751894,Medium
Bus,Diesel,3.664458327,12,195649,0.5375372304,3.073043744,City,Heavy,24.02512214,20.17183345,0.926558511,997.5332021,276.2354325,1.091424445,0.01663669877,0.02327757591,0.04958243097,Medium
Car,Petrol,1.252331152,26,141263,36.83228926,1.151563769,Highway,Free flow,28.55082524,74.72518804,19.86119237,1038.259752,95.44647507,1.440979248,0.09154816131,0.07062358845,0.08772902287,Low
Car,Diesel,2.923956708,21,187956,60.47503652,2.396625359,City,Moderate,31.78923776,36.28680928,13.64172761,1017.243861,265.7577484,0.8481653375,0.1750525585,0.07289497044,0.09886191273,Medium
Bus,Petrol,2.737980288,27,100330,45.24267007,0.2555886386,Highway,Moderate,22.94610296,56.93505243,19.37979238,1002.459966,150.1532608,1.864419183,0.01691112455,0.02740052753,0.02296104554,Medium
Car,Petrol,2.150719676,29,174798,36.89711222,3.40306406,Rural,Free flow,6.512155235,20.01239605,13.36447929,987.0646046,428.1703251,0.2300915141,0.1297432715,0.0149303162,0.07318614424,High
Car,Hybrid,4.561784591,19,34623,99.70021746,2.706581908,Rural,Moderate,-2.180650078,61.36938373,4.845662805,1018.096618,371.1894996,1.975491822,0.1895509772,0.02689389565,0.08845174252,High
Motorcycle,Electric,3.378553822,3,113219,112.1799089,3.237114495,Rural,Moderate,1.863665358,20.79934346,18.52729027,1009.013342,348.4876948,1.54663438,0.0692595005,0.081417701,0.04870804156,High
Bus,Petrol,1.221440323,1,254398,104.8455222,1.3770319,Highway,Free flow,32.02070257,16.68769234,12.5334037,1011.418498,401.5676124,1.227038897,0.1472099457,0.08509968955,0.03939359927,High
Motorcycle,Hybrid,1.94495265,25,214589,62.69175757,1.393014877,City,Free flow,24.80486191,38.65285718,11.51874101,989.9831331,182.1731847,0.4863536691,0.06918961221,0.03357541122,0.01180069943,Medium
Car,Diesel,4.352945571,3,123089,106.099701,4.006802665,Highway,Free flow,12.78978818,79.00618394,8.58223786,1023.931511,254.1419568,1.291885343,0.131608647,0.05677376144,0.06071105218,Medium
Car,Electric,1.195880469,7,194099,110.5033878,3.592811565,Rural,Heavy,-8.529746141,17.65343483,5.691878188,958.1342768,88.9567896,1.623958002,0.1879308974,0.01507353345,0.02624142974,Low
Bus,Electric,5.226275953,12,190067,49.10860765,2.898643256,Highway,Moderate,3.310218522,11.70265675,10.60139139,1022.615896,80.50299874,0.5819266924,0.0801009092,0.02745065525,0.01668862721,Low
Car,Hybrid,3.37476194,9,118217,34.01350314,3.140717379,City,Moderate,26.44487466,3.164769246,7.321154176,1023.076131,198.0911884,0.1758019797,0.1924295439,0.06101309786,0.01036706668,Medium
Bus,Hybrid,3.299050202,17,66224,11.7918247,0.4702208975,City,Free flow,15.61936175,41.59657565,17.08048809,1001.59434,420.2353483,0.9412307721,0.08261679138,0.03094916815,0.09648802184,High
Car,Hybrid,3.88052048,8,25365,57.49103053,4.280856522,Rural,Free flow,11.77662472,28.20250649,0.5759708394,976.328315,318.9492719,0.6784264572,0.084452743,0.01458433318,0.08722236304,High
Car,Hybrid,5.088341023,29,29663,113.5556305,3.849535165,City,Heavy,5.683970039,29.21084506,10.6018297,1001.927651,241.0295914,0.6436819768,0.1551985631,0.09005362527,0.09660406877,Medium
Truck,Electric,2.608607881,0,103376,67.30890337,2.952457669,Highway,Free flow,20.34659153,98.19419428,16.73129777,962.3086185,485.1456072,1.477132567,0.0785580483,0.03091756018,0.09475618665,High
Car,Hybrid,4.325683993,12,83275,80.10745221,4.592975656,Rural,Moderate,38.31926927,19.41234029,0.5521274277,978.5143775,248.9762714,0.3812617272,0.07229140007,0.07989964612,0.06627533934,Medium
Car,Electric,3.741806213,17,141981,13.54605822,0.8431895385,Highway,Free flow,35.05618216,45.84270505,5.646053525,992.1299879,260.995673,1.336771663,0.04526411326,0.04801677256,0.06455407086,Medium
Motorcycle,Electric,2.188547005,14,60883,17.2223597,3.43328693,Highway,Moderate,-8.475103096,98.63681712,1.030451133,1017.323378,496.6383548,0.2164133088,0.02690580758,0.07351911189,0.08623999187,High
Bus,Electric,5.368875929,1,274857,55.73679144,4.814908888,City,Heavy,14.04769113,3.061805262,11.9000754,968.7216768,109.1132213,1.84778666,0.1691560925,0.04206692105,0.09519067414,Low
Car,Hybrid,4.946615312,10,143686,114.1517759,1.550044823,Highway,Heavy,6.473464902,69.66574447,6.334721488,965.8170752,165.0262636,1.213566188,0.1004299505,0.06424181107,0.06304374442,Medium
Car,Diesel,4.22394954,28,20734,43.29415699,0.07646157034,Highway,Heavy,15.53023312,37.10829523,19.19460076,1010.779636,253.9880964,1.868864943,0.1336960768,0.06909157491,0.02079067435,Medium
Truck,Diesel,5.223024991,13,71622,105.298085,3.674337335,Rural,Moderate,20.31068449,90.60976136,12.32587212,1017.954554,307.0814522,1.748964443,0.1008228753,0.02112614874,0.02184432542,High
Truck,Electric,5.309929845,21,78267,14.43463121,0.03490162228,Rural,Moderate,0.001403399877,91.19414377,11.23604009,958.3655753,116.6371094,1.75268245,0.08111635225,0.08955005471,0.06939299607,Low
Car,Petrol,4.483487479,14,39435,74.04206483,4.362668246,Highway,Free flow,29.07840348,38.72127359,18.34479531,953.3163183,197.9701591,0.3275252227,0.08763639148,0.04176202414,0.01726976434,Medium
Car,Petrol,5.152469307,13,12976,72.07355723,0.2815062605,Highway,Free flow,13.7534025,22.14634653,4.471508121,964.7149851,149.1187138,1.422177442,0.02508754968,0.08085450025,0.06505166394,Low
Truck,Electric,4.426851601,15,82910,103.18497,3.263823649,Highway,Heavy,39.60030274,42.80034383,11.24484519,1040.10267,432.4532203,0.8607493122,0.1380436682,0.05971864724,0.09675051627,High
Motorcycle,Diesel,4.336732013,22,130177,0.3980045286,1.885920722,Rural,Free flow,-8.743630713,96.53062746,10.8556527,1017.263854,425.5789683,0.9723061387,0.1073315753,0.0264787134,0.01029732196,High
Car,Diesel,4.016779167,28,45812,22.79180006,1.016703269,Highway,Moderate,-0.5140411907,28.13985891,1.642284686,1042.102591,157.926747,0.6302881721,0.02258269115,0.04197519801,0.02671721238,Medium
Bus,Electric,4.714126526,14,187471,26.36251505,4.491291999,City,Moderate,24.48149003,98.13177982,18.64119573,1016.47148,245.7167916,0.3656967606,0.1294218788,0.01767493926,0.0950092197,Medium
Car,Petrol,1.624746548,18,220194,113.9959306,3.73122926,Rural,Free flow,24.75898733,81.93914978,14.00469465,1046.523724,343.2391046,0.6820034435,0.04982917848,0.03443143972,0.05399665822,High
Car,Diesel,5.380527948,26,120992,18.44323875,1.702202831,Rural,Free flow,19.10941122,26.74523315,17.76211699,993.890667,71.67342919,1.144099536,0.03630547667,0.02864150546,0.03581470015,Low
Truck,Hybrid,5.333586344,8,297799,4.435482026,1.420765464,Rural,Free flow,38.59800143,79.10694671,19.65074774,1009.909894,447.6236539,0.8790582967,0.1956398373,0.0346426283,0.03239347488,High
Car,Hybrid,0.9520858718,4,245170,64.13537937,3.680061471,City,Moderate,10.76575044,4.979944313,9.593079246,1010.118545,279.960665,1.437393745,0.0250200161,0.08227928457,0.08775218654,Medium
Motorcycle,Diesel,5.094247103,4,211168,63.42701549,4.182853813,Highway,Moderate,10.8518406,54.80633766,16.07319684,950.3139916,151.9425063,1.694158607,0.1486781635,0.01720371766,0.04866086719,Medium
Bus,Petrol,1.470123311,10,286141,101.2856358,3.579252321,Highway,Free flow,35.52381816,35.73491392,11.55119471,952.745446,228.539758,0.5003573713,0.1424309006,0.06688139703,0.06721038055,Medium
Bus,Electric,2.542618042,27,66876,113.863158,3.199946125,City,Free flow,16.9220891,42.69359984,19.54246098,964.5265211,455.7516894,0.2069436457,0.109128822,0.04183308433,0.03789393793,High
Truck,Hybrid,4.666242933,19,110233,64.62545306,1.139623626,City,Heavy,7.686383079,47.28543381,4.944471682,1001.112956,61.15243508,1.982599828,0.02623322263,0.05353914734,0.05905104485,Low
Truck,Electric,1.635951459,24,122660,111.5993019,4.264019916,Rural,Moderate,25.94689929,50.27127602,0.2763434198,993.052652,114.2557518,1.777026879,0.06552029673,0.02915323314,0.08164199297,Low
Car,Petrol,5.053428525,23,157085,87.01909816,3.748309917,City,Heavy,20.98353091,65.64122745,3.718951425,1003.974906,136.7324782,0.6037285059,0.04064354918,0.09581834375,0.04047093346,Low
Car,Electric,5.127097725,27,32862,31.74709536,2.586371449,City,Moderate,5.320502514,69.67770278,2.56037564,1030.049079,77.05050985,0.408971742,0.1968586579,0.06972751419,0.04580570821,Low
Bus,Diesel,3.438832216,3,52448,111.4104853,2.557938811,City,Moderate,4.896439904,97.57040366,8.739046227,1032.224028,151.3650992,1.906970026,0.02881977116,0.02816830142,0.04989701121,Medium
Bus,Petrol,0.8332065329,19,118849,80.09318114,2.845865139,City,Moderate,9.780639876,76.27786687,1.548204075,1047.701485,417.7201841,0.5416332279,0.01239226591,0.05413845571,0.06390326962,High
Car,Petrol,2.292598293,17,171966,49.69151193,4.141381971,Rural,Free flow,-6.418996717,68.77977757,4.403954743,1005.75478,287.1845292,0.5215903743,0.05158035326,0.02397958781,0.03738225244,Medium
Bus,Petrol,4.008019976,24,181721,81.62905014,3.711297744,City,Heavy,37.13084512,39.24588839,1.92531761,984.7215489,322.4447758,0.3086962926,0.1590932455,0.09185603664,0.05011459129,High
Truck,Petrol,5.902168126,2,62104,48.15753933,4.28122497,Highway,Heavy,-0.8489979902,11.78080645,9.735055565,980.8027705,120.1482739,0.6470114128,0.1703457562,0.05238411298,0.05930787015,Low
Bus,Petrol,4.08543034,3,207531,13.70205216,2.536413858,Rural,Free flow,-0.3087848836,5.878841945,5.335541442,984.0741577,175.2418477,1.697913338,0.1432918884,0.01665340087,0.04191458901,Medium
Truck,Petrol,2.150978622,13,39821,86.27744966,3.123245295,Highway,Moderate,22.35192025,47.76847103,9.420145964,982.3829602,462.8697062,1.182674723,0.09232207375,0.02357721344,0.01063363914,High
Car,Electric,4.096829656,6,179012,98.89051346,4.272859034,Rural,Free flow,26.21235236,66.82567126,1.777762001,989.2919975,144.6980126,0.2747712855,0.1603035412,0.05480786823,0.03429004271,Low
Bus,Diesel,3.607923975,25,142007,87.45674388,1.161600301,Highway,Free flow,26.84177298,65.01598513,10.33741332,957.4881421,458.0346277,1.938087415,0.1386502133,0.02769102589,0.08343466871,High
Motorcycle,Diesel,4.855196055,7,12467,27.49376013,2.220103401,Highway,Free flow,8.753751175,95.28614202,2.601384037,1013.343247,348.4461656,1.125048282,0.1987970365,0.07399884279,0.03551153515,High
Truck,Hybrid,1.356299322,23,7691,114.7962016,3.103261185,Rural,Heavy,33.66644765,38.24299732,1.986929028,1006.804122,276.2477099,0.8917278713,0.09344422054,0.04832691516,0.08401086669,Medium
Car,Diesel,4.757345093,15,130115,3.030547403,4.575731287,Rural,Heavy,17.19995309,62.77838132,6.200391013,996.1960893,128.2771937,1.590067725,0.04566916652,0.06079300406,0.04681030019,Low
Motorcycle,Petrol,3.614586209,19,155562,39.92223569,0.07918005523,City,Free flow,11.92937761,88.78738219,17.48834953,958.110529,353.1201779,1.164664125,0.02261627268,0.06563535754,0.08796451681,High
Motorcycle,Hybrid,5.80755842,14,277832,31.21109214,1.062865791,Highway,Free flow,30.51932304,40.40777566,15.77042806,959.3208693,448.87879,1.801960144,0.1285727255,0.09532408327,0.043787444,High
Truck,Petrol,2.577735263,6,98505,5.775147314,1.172252539,Highway,Heavy,2.178062461,47.77431529,19.18299605,1004.510518,121.9013835,1.434468171,0.1875663273,0.09402109292,0.0363151016,Low
Car,Diesel,4.089633844,25,50650,48.68756316,1.633063401,Rural,Free flow,33.00927217,92.29728959,9.203905288,953.6580367,52.78066267,1.369644148,0.1593211263,0.04382843278,0.03138450438,Low
Bus,Hybrid,5.646546149,16,144901,74.77378082,1.408933102,Highway,Heavy,16.94146973,55.0241953,6.248828461,1022.478893,383.0275097,0.7417179224,0.1491356385,0.09062229827,0.03724091854,High
Bus,Diesel,1.333050586,21,134158,105.9063436,2.950693928,Highway,Heavy,35.00290788,79.96099383,19.41813464,1049.377814,320.2073469,1.98064716,0.108343522,0.0994579324,0.02784885794,High
Truck,Electric,5.673588134,21,240681,118.7627659,4.428101321,Rural,Heavy,0.08062655279,93.56238362,7.635361565,1009.74069,276.3893454,1.338650244,0.04424916214,0.08918719028,0.07754891198,Medium
Bus,Petrol,4.377005756,21,2590,96.97075037,3.184889205,City,Moderate,36.8031538,57.10580386,0.1820681243,1022.343148,255.2206494,0.9395705018,0.06211469854,0.01457423493,0.09836508129,Medium
Motorcycle,Electric,1.152752707,11,73396,56.24166225,1.207632795,City,Heavy,24.3938371,10.9186969,16.40217228,993.8935992,273.9184088,0.3802657722,0.06360278113,0.03944290657,0.04575006252,Medium
Car,Hybrid,2.365010548,17,67484,86.84453112,4.31876425,Rural,Heavy,20.91642634,82.16999538,3.384210819,1016.741233,218.5624295,1.155715173,0.1363543432,0.01986937099,0.03999066526,Medium
Bus,Petrol,4.482494861,23,102267,101.2348546,3.160228946,Highway,Free flow,11.10337597,81.77821654,14.35824857,1015.178032,87.04927693,1.36587435,0.1727071407,0.07155760741,0.06738177517,Low
Car,Petrol,1.150223128,13,230069,55.83686357,1.094810625,Highway,Heavy,37.81575,11.49851943,0.302437809,1032.40909,399.0757827,0.8057861902,0.0360079753,0.04145998785,0.0487409506,High
Bus,Diesel,3.827286393,14,38131,94.20653208,1.808332686,City,Heavy,12.19598142,54.81181516,2.219803282,1021.133959,260.5252601,0.2227230467,0.01632711206,0.02696873555,0.01432724966,Medium
Motorcycle,Diesel,2.598591896,14,175965,57.9182902,3.949824034,City,Moderate,14.92714762,48.70856355,9.671271066,1024.904954,421.2294602,1.616978731,0.1071847264,0.02865028142,0.04099201816,High
