Country,Code,Year,CO2Emissions
World,OWID_WRL,1978,19063955000
World,OWID_WRL,1979,19603001000
World,OWID_WRL,1980,19482442000
World,OWID_WRL,1981,19016950000
World,OWID_WRL,1982,18865373000
World,OWID_WRL,1983,18985900000
World,OWID_WRL,1984,19641730000
World,OWID_WRL,1985,20305132000
World,OWID_WRL,1986,20607515000
World,OWID_WRL,1987,21245784000
World,OWID_WRL,1988,22077385000
World,OWID_WRL,1989,22378970000
World,OWID_WRL,1990,22752700000
World,OWID_WRL,1991,23229475000
World,OWID_WRL,1992,22567199000
World,OWID_WRL,1993,22798350000
World,OWID_WRL,1994,23034776000
World,OWID_WRL,1995,23524491000
World,OWID_WRL,1996,24250161000
World,OWID_WRL,1997,24395952000
World,OWID_WRL,1998,24330945000
World,OWID_WRL,1999,24833495000
World,OWID_WRL,2000,25501286000
World,OWID_WRL,2001,25674930000
World,OWID_WRL,2002,26248288000
World,OWID_WRL,2003,27648650000
World,OWID_WRL,2004,28620194000
World,OWID_WRL,2005,29592103000
World,OWID_WRL,2006,30605767000
World,OWID_WRL,2007,31499735000
World,OWID_WRL,2008,32041902000
World,OWID_WRL,2009,31493265000
World,OWID_WRL,2010,33306330000
World,OWID_WRL,2011,34436470000
World,OWID_WRL,2012,34935450000
World,OWID_WRL,2013,35232470000
World,OWID_WRL,2014,35466195000
World,OWID_WRL,2015,35463213000
World,OWID_WRL,2016,35460026000
World,OWID_WRL,2017,36025455000
World,OWID_WRL,2018,36766945000
World,OWID_WRL,2019,37040103000
World,OWID_WRL,2020,35007738000
World,OWID_WRL,2021,36816544000
World,OWID_WRL,2022,37149786000
